"","UserID","Continent"
"111",1324560,"Europe"
"112",1324563,"Europe"
"113",1324568,"Europe"
"114",1324571,"Europe"
"115",1324572,"Europe"
"116",1324573,"Europe"
"117",1324574,"Europe"
"118",1324576,"Europe"
"119",1324577,"Europe"
"120",1324578,"Europe"
"121",1324579,"Europe"
"122",1324581,"Europe"
"123",1324583,"Europe"
"124",1324584,"Europe"
"125",1324585,"Europe"
"126",1324586,"Europe"
"127",1324591,"Asia"
"128",1324592,"Europe"
"129",1324594,"Europe"
"130",1324596,"Europe"
"131",1324599,"Europe"
"132",1324602,"Europe"
"133",1324604,"Europe"
"134",1324605,"Europe"
"135",1324607,"Asia"
"136",1324608,"Europe"
"137",1324609,"Europe"
"138",1324615,"Europe"
"139",1324616,"Europe"
"140",1324617,"Europe"
"141",1324619,"Europe"
"142",1324622,"Europe"
"143",1324624,"Europe"
"144",1324625,"Europe"
"145",1324629,"Europe"
"146",1324631,"Europe"
"147",1324632,"Europe"
"148",1324634,"Europe"
"149",1324635,"Europe"
"150",1324636,"Europe"
"151",1324637,"Europe"
"152",1324640,"Europe"
"153",1324641,"Europe"
"154",1324642,"Europe"
"155",1324643,"Europe"
"156",1324644,"Europe"
"157",1324649,"Europe"
"158",1324651,"Europe"
"159",1324652,"Europe"
"160",1324656,"Europe"
"161",1324657,"Europe"
"162",1324662,"Asia"
"163",1324663,"Europe"
"164",1324665,"Europe"
"165",1324669,"Europe"
"166",1324670,"Europe"
"167",1324673,"Europe"
"168",1324674,"Europe"
"169",1324675,"Europe"
"170",1324676,"Europe"
"171",1324679,"Europe"
"172",1324681,"Europe"
"173",1324690,"Europe"
"174",1324692,"Europe"
"175",1324693,"Europe"
"176",1324699,"Asia"
"177",1324701,"Europe"
"178",1324704,"Europe"
"179",1324706,"Europe"
"180",1324708,"Europe"
"181",1324709,"Europe"
"182",1324710,"Europe"
"183",1324711,"Europe"
"184",1324713,"Europe"
"185",1324716,"Europe"
"186",1324717,"Europe"
"187",1324719,"Europe"
"188",1324721,"Europe"
"189",1324722,"Europe"
"190",1324724,"Europe"
"191",1324725,"Europe"
"192",1324727,"Europe"
"193",1324729,"Europe"
"194",1324731,"Europe"
"195",1324732,"Europe"
"196",1324735,"Europe"
"197",1324736,"Europe"
"198",1324738,"Europe"
"199",1324739,"Europe"
"200",1324740,"Europe"
"201",1324741,"Europe"
"202",1324742,"Europe"
"203",1324745,"Europe"
"204",1324746,"Europe"
"205",1324749,"Europe"
"206",1324752,"Europe"
"207",1324754,"Europe"
"208",1324755,"Europe"
"209",1324756,"Europe"
"210",1324757,"Europe"
"211",1324758,"Europe"
"212",1324761,"Europe"
"213",1324762,"Europe"
"214",1324764,"Europe"
"215",1324765,"Europe"
"216",1324766,"Europe"
"217",1324768,"Europe"
"218",1324771,"Europe"
"219",1324772,"Europe"
"220",1324773,"Europe"
"221",1324774,"Europe"
"222",1324775,"Asia"
"223",1324777,"Europe"
"224",1324780,"Europe"
"225",1324782,"Europe"
"226",1324786,"Europe"
"227",1324792,"Europe"
"228",1324796,"Europe"
"229",1324798,"Europe"
"230",1324800,"Europe"
"231",1324801,"Europe"
"232",1324802,"Europe"
"233",1324803,"Asia"
"234",1324805,"Europe"
"235",1324806,"Europe"
"236",1324808,"Europe"
"237",1324814,"Europe"
"238",1324815,"Europe"
"239",1324816,"Europe"
"240",1324820,"Europe"
"241",1324821,"Europe"
"242",1324828,"Europe"
"243",1324831,"Europe"
"244",1324833,"Europe"
"245",1324839,"Europe"
"246",1324840,"Europe"
"247",1324841,"Europe"
"248",1324842,"Europe"
"249",1324843,"Europe"
"250",1324844,"Asia"
"251",1324850,"Europe"
"252",1324851,"Europe"
"253",1324854,"Europe"
"254",1324857,"Europe"
"255",1324858,"Europe"
"256",1324859,"Europe"
"257",1324861,"Asia"
"258",1324862,"Europe"
"259",1324864,"Europe"
"260",1324865,"Europe"
"261",1324866,"Europe"
"262",1324867,"Europe"
"263",1324868,"Asia"
"264",1324869,"Europe"
"265",1324870,"Europe"
"266",1324871,"Europe"
"267",1324873,"Europe"
"268",1324875,"Europe"
"269",1324879,"Europe"
"270",1324883,"Europe"
"271",1324887,"Europe"
"272",1324888,"Europe"
"273",1324890,"Europe"
"274",1324893,"Europe"
"275",1324895,"Europe"
"276",1324896,"Europe"
"277",1324898,"Europe"
"278",1324899,"Europe"
"279",1324901,"Europe"
"280",1324908,"Europe"
"281",1324910,"Europe"
"282",1324911,"Asia"
"283",1324914,"Europe"
"284",1324916,"Europe"
"285",1324917,"Europe"
"286",1324919,"Europe"
"287",1324921,"Europe"
"288",1324922,"Europe"
"289",1324924,"Europe"
"290",1324925,"Europe"
"291",1324926,"Europe"
"292",1324927,"Europe"
"293",1324931,"Europe"
"294",1324932,"Europe"
"295",1324933,"Europe"
"296",1324934,"Europe"
"297",1324935,"Asia"
"298",1324939,"Europe"
"299",1324942,"Europe"
"300",1324943,"Europe"
"301",1324946,"Europe"
"302",1324947,"Europe"
"303",1324948,"Europe"
"304",1324949,"Europe"
"305",1324955,"Europe"
"306",1324957,"Europe"
"307",1324962,"Europe"
"308",1324963,"Europe"
"309",1324965,"Europe"
"310",1324967,"Europe"
"311",1324971,"Europe"
"312",1324974,"Europe"
"313",1324976,"Europe"
"314",1324977,"Europe"
"315",1324979,"Europe"
"316",1324980,"Asia"
"317",1324984,"Europe"
"318",1324988,"Europe"
"319",1324991,"Asia"
"320",1324993,"Europe"
"321",1324996,"Europe"
"322",1324999,"Europe"
"323",1325000,"Europe"
"324",1325002,"Europe"
"325",1325011,"Europe"
"326",1325013,"Europe"
"327",1325015,"Europe"
"328",1325016,"Europe"
"329",1325017,"Europe"
"330",1325018,"Europe"
"331",1325022,"Europe"
"332",1325024,NA
"333",1325025,"Asia"
"334",1325026,"Europe"
"335",1325027,"Europe"
"336",1325028,"Europe"
"337",1325029,"Europe"
"338",1325040,"Europe"
"339",1325043,"Europe"
"340",1325045,"Europe"
"341",1325046,"Europe"
"342",1325047,"Europe"
"343",1325048,"Europe"
"344",1325050,"Europe"
"345",1325051,"Europe"
"346",1325055,"Europe"
"347",1325056,"Europe"
"348",1325057,"Europe"
"349",1325058,"Europe"
"350",1325059,"Europe"
"351",1325060,"Europe"
"352",1325061,"Europe"
"353",1325062,"Asia"
"354",1325064,"Europe"
"355",1325071,"Europe"
"356",1325072,"Europe"
"357",1325073,"Europe"
"358",1325076,"Europe"
"359",1325077,"Europe"
"360",1325079,"Europe"
"361",1325080,"Europe"
"362",1325084,"Europe"
"363",1325085,"Europe"
"364",1325089,"Europe"
"365",1325090,"Europe"
"366",1325091,"Europe"
"367",1325092,"Europe"
"368",1325094,"Asia"
"369",1325095,"Europe"
"370",1325097,"Europe"
"371",1325098,"Europe"
"372",1325102,"Europe"
"373",1325103,"Europe"
"374",1325105,"Europe"
"375",1325106,"Europe"
"376",1325110,"Europe"
"377",1325111,"Europe"
"378",1325115,"Europe"
"379",1325117,"Europe"
"380",1325119,"Europe"
"381",1325120,"Europe"
"382",1325121,"Asia"
"383",1325126,"Europe"
"384",1325128,"Europe"
"385",1325132,"Asia"
"386",1325133,"Europe"
"387",1325138,"Europe"
"388",1325141,"Europe"
"389",1325142,"Asia"
"390",1325144,"Americas"
"391",1325146,"Europe"
"392",1325148,"Europe"
"393",1325151,"Europe"
"394",1325152,"Europe"
"395",1325153,"Europe"
"396",1325155,"Europe"
"397",1325157,"Europe"
"398",1325158,"Europe"
"399",1325159,"Asia"
"400",1325161,"Europe"
"401",1325163,"Europe"
"402",1325164,"Europe"
"403",1325165,"Europe"
"404",1325166,"Europe"
"405",1325167,"Europe"
"406",1325169,"Europe"
"407",1325170,"Europe"
"408",1325173,"Europe"
"409",1325174,"Europe"
"410",1325175,"Europe"
"411",1325177,"Europe"
"412",1325180,"Europe"
"413",1325182,"Europe"
"414",1325183,"Europe"
"415",1325185,"Europe"
"416",1325186,"Europe"
"417",1325187,"Europe"
"418",1325188,"Europe"
"419",1325189,"Europe"
"420",1325190,"Europe"
"421",1325191,"Europe"
"422",1325192,"Europe"
"423",1325194,"Europe"
"424",1325196,"Europe"
"425",1325197,"Europe"
"426",1325200,"Asia"
"427",1325204,"Europe"
"428",1325205,"Europe"
"429",1325206,"Europe"
"430",1325207,"Europe"
"431",1325211,"Europe"
"432",1325213,"Europe"
"433",1325214,"Europe"
"434",1325215,"Europe"
"435",1325217,"Europe"
"436",1325218,"Europe"
"437",1325221,"Europe"
"438",1325228,"Asia"
"439",1325230,"Europe"
"440",1325231,"Europe"
"441",1325232,"Europe"
"442",1325233,"Europe"
"443",1325234,"Europe"
"444",1325235,"Europe"
"445",1325237,"Europe"
"446",1325238,"Europe"
"447",1325240,"Europe"
"448",1325241,"Europe"
"449",1325243,"Europe"
"450",1325246,"Europe"
"451",1325249,"Asia"
"452",1325250,"Europe"
"453",1325252,"Europe"
"454",1325253,"Asia"
"455",1325256,"Europe"
"456",1325257,"Europe"
"457",1325260,"Europe"
"458",1325261,"Europe"
"459",1325264,"Europe"
"460",1325267,"Europe"
"461",1325268,"Europe"
"462",1325269,"Europe"
"463",1325270,"Asia"
"464",1325271,"Europe"
"465",1325272,"Europe"
"466",1325273,"Europe"
"467",1325274,"Europe"
"468",1325275,"Europe"
"469",1325276,"Europe"
"470",1325281,"Europe"
"471",1325282,"Europe"
"472",1325285,"Europe"
"473",1325287,"Asia"
"474",1325289,"Europe"
"475",1325290,"Europe"
"476",1325291,"Europe"
"477",1325294,"Europe"
"478",1325295,"Europe"
"479",1325296,"Europe"
"480",1325298,"Asia"
"481",1325300,"Europe"
"482",1325301,"Asia"
"483",1325302,"Asia"
"484",1325304,"Europe"
"485",1325309,"Asia"
"486",1325310,"Europe"
"487",1325311,"Europe"
"488",1325313,"Europe"
"489",1325314,"Europe"
"490",1325318,"Europe"
"491",1325319,"Europe"
"492",1325323,"Europe"
"493",1325328,"Europe"
"494",1325329,"Europe"
"495",1325330,"Europe"
"496",1325331,"Europe"
"497",1325333,"Europe"
"498",1325334,"Europe"
"499",1325335,"Europe"
"500",1325337,"Europe"
"501",1325339,"Europe"
"502",1325341,"Europe"
"503",1325342,"Europe"
"504",1325343,"Europe"
"505",1325345,"Europe"
"506",1325346,"Europe"
"507",1325347,"Europe"
"508",1325348,"Europe"
"509",1325349,"Europe"
"510",1325350,"Europe"
"511",1325352,"Europe"
"512",1325353,"Europe"
"513",1325356,"Europe"
"514",1325357,"Europe"
"515",1325358,"Europe"
"516",1325361,"Europe"
"517",1325362,"Asia"
"518",1325365,"Europe"
"519",1325366,"Europe"
"520",1325367,"Asia"
"521",1325368,"Europe"
"522",1325369,"Europe"
"523",1325372,"Europe"
"524",1325373,"Europe"
"525",1325374,"Europe"
"526",1325376,"Europe"
"527",1325379,"Europe"
"528",1325380,"Europe"
"529",1325381,"Europe"
"530",1325382,"Asia"
"531",1325383,"Europe"
"532",1325384,"Europe"
"533",1325385,"Europe"
"534",1325386,"Europe"
"535",1325388,"Europe"
"536",1325390,"Europe"
"537",1325393,"Europe"
"538",1325396,"Europe"
"539",1325398,"Europe"
"540",1325399,"Europe"
"541",1325400,"Europe"
"542",1325401,"Europe"
"543",1325404,"Europe"
"544",1325406,"Europe"
"545",1325407,"Europe"
"546",1325408,"Europe"
"547",1325410,"Europe"
"548",1325411,"Europe"
"549",1325412,"Europe"
"550",1325413,"Europe"
"551",1325414,"Europe"
"552",1325416,"Europe"
"553",1325417,"Europe"
"554",1325418,"Europe"
"555",1325419,"Europe"
"556",1325420,"Europe"
"557",1325422,"Europe"
"558",1325423,"Europe"
"559",1325425,"Europe"
"560",1325426,"Asia"
"561",1325427,"Europe"
"562",1325431,"Europe"
"563",1325433,"Europe"
"564",1325434,"Europe"
"565",1325437,"Europe"
"566",1325439,"Asia"
"567",1325441,"Europe"
"568",1325444,"Europe"
"569",1325445,"Europe"
"570",1325446,"Europe"
"571",1325449,"Europe"
"572",1325452,"Europe"
"573",1325453,"Europe"
"574",1325456,"Europe"
"575",1325457,"Europe"
"576",1325459,"Europe"
"577",1325461,"Europe"
"578",1325464,"Europe"
"579",1325465,"Europe"
"580",1325467,"Europe"
"581",1325469,"Europe"
"582",1325470,"Europe"
"583",1325472,"Europe"
"584",1325475,"Europe"
"585",1325476,"Europe"
"586",1325478,"Europe"
"587",1325479,"Europe"
"588",1325481,"Europe"
"589",1325483,"Europe"
"590",1325487,"Europe"
"591",1325488,"Europe"
"592",1325489,"Europe"
"593",1325490,"Asia"
"594",1325491,"Europe"
"595",1325492,"Europe"
"596",1325493,"Europe"
"597",1325496,"Europe"
"598",1325497,"Europe"
"599",1325498,"Europe"
"600",1325499,"Europe"
"601",1325501,"Europe"
"602",1325505,"Europe"
"603",1325510,"Europe"
"604",1325511,"Europe"
"605",1325512,"Europe"
"606",1325513,"Europe"
"607",1325514,"Europe"
"608",1325515,"Europe"
"609",1325516,"Europe"
"610",1325520,"Europe"
"611",1325521,"Europe"
"612",1325522,"Europe"
"613",1325523,"Europe"
"614",1325524,"Europe"
"615",1325526,"Europe"
"616",1325527,"Europe"
"617",1325529,"Europe"
"618",1325530,"Europe"
"619",1325533,"Europe"
"620",1325535,"Europe"
"621",1325537,"Europe"
"622",1325538,"Europe"
"623",1325539,"Europe"
"624",1325541,"Europe"
"625",1325542,"Europe"
"626",1325543,"Europe"
"627",1325544,"Europe"
"628",1325546,"Europe"
"629",1325548,"Europe"
"630",1325549,"Europe"
"631",1325552,"Europe"
"632",1325555,"Europe"
"633",1325558,"Europe"
"634",1325560,"Europe"
"635",1325561,"Europe"
"636",1325567,"Europe"
"637",1325569,"Europe"
"638",1325574,"Europe"
"639",1325575,"Europe"
"640",1325577,"Asia"
"641",1325582,"Europe"
"642",1325583,"Europe"
"643",1325586,"Europe"
"644",1325587,"Europe"
"645",1325590,"Europe"
"646",1325591,"Europe"
"647",1325593,"Europe"
"648",1325594,"Europe"
"649",1325595,"Europe"
"650",1325596,"Asia"
"651",1325597,"Europe"
"652",1325601,"Europe"
"653",1325603,"Europe"
"654",1325606,"Europe"
"655",1325608,"Europe"
"656",1325610,"Europe"
"657",1325611,"Europe"
"658",1325614,"Europe"
"659",1325616,"Europe"
"660",1325619,"Europe"
"661",1325620,"Europe"
"662",1325623,"Europe"
"663",1325625,"Europe"
"664",1325626,"Europe"
"665",1325627,"Europe"
"666",1325628,"Europe"
"667",1325629,"Europe"
"668",1325633,"Europe"
"669",1325635,"Europe"
"670",1325636,"Asia"
"671",1325638,"Europe"
"672",1325642,"Europe"
"673",1325644,"Europe"
"674",1325647,"Europe"
"675",1325654,"Europe"
"676",1325655,"Europe"
"677",1325657,"Europe"
"678",1325660,"Europe"
"679",1325664,"Europe"
"680",1325665,"Asia"
"681",1325666,"Europe"
"682",1325668,"Europe"
"683",1325671,"Europe"
"684",1325672,"Europe"
"685",1325675,"Europe"
"686",1325677,"Europe"
"687",1325678,"Europe"
"688",1325679,"Europe"
"689",1325681,"Europe"
"690",1325682,"Europe"
"691",1325684,"Europe"
"692",1325685,"Europe"
"693",1325687,"Europe"
"694",1325688,"Asia"
"695",1325693,"Europe"
"696",1325694,"Asia"
"697",1325695,"Europe"
"698",1325696,"Europe"
"699",1325697,"Europe"
"700",1325698,"Europe"
"701",1325700,"Europe"
"702",1325701,"Europe"
"703",1325702,"Europe"
"704",1325703,"Europe"
"705",1325705,"Europe"
"706",1325706,"Asia"
"707",1325710,"Europe"
"708",1325712,"Europe"
"709",1325713,"Europe"
"710",1325715,"Europe"
"711",1325718,"Europe"
"712",1325720,"Europe"
"713",1325721,"Europe"
"714",1325723,"Europe"
"715",1325725,"Asia"
"716",1325727,"Europe"
"717",1325729,"Europe"
"718",1325733,"Europe"
"719",1325734,"Europe"
"720",1325735,"Europe"
"721",1325738,"Europe"
"722",1325740,"Europe"
"723",1325741,"Europe"
"724",1325743,"Europe"
"725",1325744,"Europe"
"726",1325745,"Europe"
"727",1325746,"Europe"
"728",1325748,"Europe"
"729",1325749,"Europe"
"730",1325750,"Europe"
"731",1325751,"Europe"
"732",1325753,"Europe"
"733",1325755,"Europe"
"734",1325756,"Europe"
"735",1325757,"Europe"
"736",1325759,"Europe"
"737",1325760,"Europe"
"738",1325762,"Europe"
"739",1325766,"Europe"
"740",1325768,"Europe"
"741",1325770,"Europe"
"742",1325773,"Europe"
"743",1325775,"Europe"
"744",1325777,"Europe"
"745",1325778,"Europe"
"746",1325782,"Europe"
"747",1325786,"Europe"
"748",1325788,"Europe"
"749",1325792,"Europe"
"750",1325793,"Europe"
"751",1325796,"Europe"
"752",1325797,"Europe"
"753",1325800,"Europe"
"754",1325804,"Europe"
"755",1325808,"Europe"
"756",1325809,"Europe"
"757",1325810,"Europe"
"758",1325811,"Europe"
"759",1325812,"Europe"
"760",1325815,"Europe"
"761",1325816,"Europe"
"762",1325819,"Europe"
"763",1325820,"Europe"
"764",1325821,"Europe"
"765",1325822,"Europe"
"766",1325824,"Europe"
"767",1325826,"Europe"
"768",1325827,"Europe"
"769",1325828,"Europe"
"770",1325829,"Asia"
"771",1325831,"Europe"
"772",1325832,"Europe"
"773",1325834,"Europe"
"774",1325835,"Europe"
"775",1325837,"Europe"
"776",1325838,"Europe"
"777",1325839,"Europe"
"778",1325840,"Europe"
"779",1325841,"Europe"
"780",1325842,"Europe"
"781",1325845,"Europe"
"782",1325850,"Asia"
"783",1325851,"Europe"
"784",1325852,"Europe"
"785",1325854,"Europe"
"786",1325856,"Europe"
"787",1325857,"Europe"
"788",1325859,"Europe"
"789",1325860,"Europe"
"790",1325862,"Europe"
"791",1325863,"Europe"
"792",1325864,"Europe"
"793",1325865,"Europe"
"794",1325867,"Europe"
"795",1325868,"Europe"
"796",1325870,"Europe"
"797",1325871,"Europe"
"798",1325872,"Asia"
"799",1325873,"Europe"
"800",1325874,"Europe"
"801",1325875,"Europe"
"802",1325878,"Europe"
"803",1325880,"Europe"
"804",1325881,"Europe"
"805",1325883,"Europe"
"806",1325884,"Europe"
"807",1325887,"Europe"
"808",1325891,"Europe"
"809",1325897,"Europe"
"810",1325899,"Europe"
"811",1325900,"Europe"
"812",1325903,"Asia"
"813",1325906,"Europe"
"814",1325907,"Europe"
"815",1325909,"Europe"
"816",1325910,"Europe"
"817",1325911,"Europe"
"818",1325914,"Europe"
"819",1325916,"Europe"
"820",1325917,"Europe"
"821",1325921,"Europe"
"822",1325922,"Europe"
"823",1325925,"Europe"
"824",1325927,"Europe"
"825",1325928,"Europe"
"826",1325929,"Europe"
"827",1325932,"Europe"
"828",1325933,"Europe"
"829",1325935,"Europe"
"830",1325937,"Europe"
"831",1325938,"Europe"
"832",1325942,"Europe"
"833",1325943,"Europe"
"834",1325944,"Europe"
"835",1325947,"Europe"
"836",1325950,"Europe"
"837",1325951,"Europe"
"838",1325952,"Europe"
"839",1325954,"Europe"
"840",1325957,"Europe"
"841",1325959,"Europe"
"842",1325960,"Europe"
"843",1325962,"Europe"
"844",1325964,"Europe"
"845",1325965,"Europe"
"846",1325966,"Europe"
"847",1325968,"Europe"
"848",1325969,"Asia"
"849",1325971,"Europe"
"850",1325975,"Europe"
"851",1325976,"Europe"
"852",1325977,"Europe"
"853",1325978,"Europe"
"854",1325979,"Europe"
"855",1325980,"Europe"
"856",1325981,"Europe"
"857",1325982,"Europe"
"858",1325983,"Europe"
"859",1325984,"Europe"
"860",1325985,"Europe"
"861",1325986,"Europe"
"862",1325989,"Europe"
"863",1325990,"Europe"
"864",1325992,"Europe"
"865",1325993,"Europe"
"866",1325994,"Asia"
"867",1325995,"Europe"
"868",1325998,"Europe"
"869",1326000,"Europe"
"870",1326002,"Europe"
"871",1326004,"Europe"
"872",1326005,"Europe"
"873",1326007,"Europe"
"874",1326008,"Europe"
"875",1326011,"Asia"
"876",1326014,"Europe"
"877",1326016,"Europe"
"878",1326017,"Europe"
"879",1326019,"Europe"
"880",1326021,"Europe"
"881",1326022,"Europe"
"882",1326024,"Asia"
"883",1326025,"Europe"
"884",1326026,"Europe"
"885",1326027,"Europe"
"886",1326028,"Europe"
"887",1326029,"Europe"
"888",1326030,"Europe"
"889",1326031,"Europe"
"890",1326032,"Europe"
"891",1326034,"Europe"
"892",1326035,"Europe"
"893",1326036,"Europe"
"894",1326037,"Europe"
"895",1326038,"Europe"
"896",1326040,"Europe"
"897",1326043,"Europe"
"898",1326044,"Europe"
"899",1326048,"Europe"
"900",1326049,"Europe"
"901",1326050,"Europe"
"902",1326051,"Europe"
"903",1326052,"Europe"
"904",1326054,"Europe"
"905",1326055,"Europe"
"906",1326059,"Asia"
"907",1326060,"Europe"
"908",1326063,"Europe"
"909",1326066,"Europe"
"910",1326069,"Europe"
"911",1326070,"Europe"
"912",1326072,"Europe"
"913",1326075,"Europe"
"914",1326078,"Europe"
"915",1326080,"Europe"
"916",1326082,"Europe"
"917",1326083,"Europe"
"918",1326084,"Europe"
"919",1326085,"Europe"
"920",1326086,"Europe"
"921",1326091,"Europe"
"922",1326092,"Europe"
"923",1326095,"Europe"
"924",1326096,"Europe"
"925",1326100,"Europe"
"926",1326103,"Europe"
"927",1326105,"Europe"
"928",1326109,"Asia"
"929",1326111,"Europe"
"930",1326115,"Europe"
"931",1326116,"Europe"
"932",1326117,"Europe"
"933",1326118,"Europe"
"934",1326119,"Europe"
"935",1326121,"Europe"
"936",1326123,"Europe"
"937",1326124,"Europe"
"938",1326126,"Asia"
"939",1326127,"Europe"
"940",1326128,"Europe"
"941",1326130,"Europe"
"942",1326134,"Europe"
"943",1326138,"Europe"
"944",1326139,"Europe"
"945",1326140,"Europe"
"946",1326144,"Asia"
"947",1326146,"Europe"
"948",1326147,"Europe"
"949",1326150,"Europe"
"950",1326151,"Europe"
"951",1326152,"Europe"
"952",1326153,"Europe"
"953",1326154,"Europe"
"954",1326156,"Europe"
"955",1326157,"Europe"
"956",1326158,"Europe"
"957",1326161,"Europe"
"958",1326162,"Asia"
"959",1326163,"Europe"
"960",1326164,"Europe"
"961",1326167,"Asia"
"962",1326173,"Europe"
"963",1326175,"Asia"
"964",1326177,"Asia"
"965",1326179,"Europe"
"966",1326180,"Europe"
"967",1326182,"Europe"
"968",1326184,"Europe"
"969",1326186,"Europe"
"970",1326188,"Europe"
"971",1326189,"Europe"
"972",1326190,"Europe"
"973",1326192,"Europe"
"974",1326197,"Europe"
"975",1326198,"Asia"
"976",1326199,"Europe"
"977",1326200,"Europe"
"978",1326202,"Europe"
"979",1326203,"Europe"
"980",1326204,"Europe"
"981",1326210,"Europe"
"982",1326212,"Europe"
"983",1326213,"Europe"
"984",1326214,"Europe"
"985",1326216,"Europe"
"986",1326217,"Europe"
"987",1326219,"Europe"
"988",1326221,"Europe"
"989",1326223,"Europe"
"990",1326224,"Europe"
"991",1326225,"Europe"
"992",1326230,"Europe"
"993",1326231,"Europe"
"994",1326234,"Europe"
"995",1326235,"Europe"
"996",1326237,"Europe"
"997",1326239,"Europe"
"998",1326241,"Europe"
"999",1326243,"Europe"
"1000",1326244,"Europe"
"1001",1326245,"Europe"
"1002",1326248,"Europe"
"1003",1326250,"Europe"
"1004",1326251,"Europe"
"1005",1326257,"Asia"
"1006",1326260,"Europe"
"1007",1326265,"Europe"
"1008",1326268,"Europe"
"1009",1326269,"Europe"
"1010",1326270,"Europe"
"1011",1326271,"Europe"
"1012",1326272,"Europe"
"1013",1326274,"Europe"
"1014",1326275,"Europe"
"1015",1326280,"Europe"
"1016",1326282,"Europe"
"1017",1326284,"Europe"
"1018",1326285,"Europe"
"1019",1326286,"Europe"
"1020",1326289,"Europe"
"1021",1326290,"Europe"
"1022",1326292,"Europe"
"1023",1326293,"Europe"
"1024",1326294,"Europe"
"1025",1326296,"Europe"
"1026",1326298,"Europe"
"1027",1326301,"Europe"
"1028",1326302,"Europe"
"1029",1326305,"Europe"
"1030",1326306,"Europe"
"1031",1326307,"Europe"
"1032",1326308,"Europe"
"1033",1326309,"Europe"
"1034",1326311,"Europe"
"1035",1326312,"Europe"
"1036",1326315,"Europe"
"1037",1326316,"Europe"
"1038",1326318,"Europe"
"1039",1326321,"Europe"
"1040",1326322,"Europe"
"1041",1326323,"Europe"
"1042",1326325,"Europe"
"1043",1326328,"Europe"
"1044",1326329,"Europe"
"1045",1326330,"Europe"
"1046",1326332,"Europe"
"1047",1326333,"Asia"
"1048",1326342,"Europe"
"1049",1326345,"Europe"
"1050",1326346,"Europe"
"1051",1326347,"Europe"
"1052",1326349,"Europe"
"1053",1326350,"Europe"
"1054",1326351,"Europe"
"1055",1326353,"Europe"
"1056",1326354,"Europe"
"1057",1326355,"Europe"
"1058",1326356,"Asia"
"1059",1326357,"Europe"
"1060",1326358,"Europe"
"1061",1326362,"Asia"
"1062",1326363,"Europe"
"1063",1326369,"Europe"
"1064",1326370,"Europe"
"1065",1326371,"Europe"
"1066",1326373,"Europe"
"1067",1326378,"Europe"
"1068",1326379,"Europe"
"1069",1326380,"Asia"
