"","UserID","Gender","Continent"
"194",1324731,1,"Europe"
"195",1324732,0,"Europe"
"196",1324735,1,"Europe"
"197",1324736,1,"Europe"
"198",1324738,1,"Europe"
"199",1324739,1,"Europe"
"200",1324740,1,"Europe"
"201",1324741,1,"Europe"
"202",1324742,0,"Europe"
"203",1324745,1,"Europe"
"204",1324746,1,"Europe"
"205",1324749,1,"Europe"
"206",1324752,1,"Europe"
"207",1324754,1,"Europe"
"208",1324755,1,"Europe"
"209",1324756,1,"Europe"
"210",1324757,1,"Europe"
"211",1324758,0,"Europe"
"212",1324761,1,"Europe"
"213",1324762,1,"Europe"
"214",1324764,1,"Europe"
"215",1324765,1,"Europe"
"216",1324766,1,"Europe"
"217",1324768,1,"Europe"
"218",1324771,1,"Europe"
"219",1324772,1,"Europe"
"220",1324773,1,"Europe"
"221",1324774,1,"Europe"
"222",1324775,1,"Asia"
"223",1324777,1,"Europe"
"224",1324780,1,"Europe"
"225",1324782,1,"Europe"
"226",1324786,1,"Europe"
"227",1324792,1,"Europe"
"228",1324796,1,"Europe"
"229",1324798,0,"Europe"
"230",1324800,1,"Europe"
"231",1324801,1,"Europe"
"232",1324802,1,"Europe"
"233",1324803,1,"Asia"
"234",1324805,1,"Europe"
"235",1324806,1,"Europe"
"236",1324808,1,"Europe"
"237",1324814,1,"Europe"
"238",1324815,1,"Europe"
"239",1324816,1,"Europe"
"240",1324820,1,"Europe"
"241",1324821,0,"Europe"
"242",1324828,1,"Europe"
"243",1324831,1,"Europe"
"244",1324833,1,"Europe"
"245",1324839,1,"Europe"
"246",1324840,1,"Europe"
"247",1324841,1,"Europe"
"248",1324842,1,"Europe"
"249",1324843,1,"Europe"
"250",1324844,1,"Asia"
"251",1324850,1,"Europe"
"252",1324851,1,"Europe"
"253",1324854,1,"Europe"
"254",1324857,0,"Europe"
"255",1324858,1,"Europe"
"256",1324859,1,"Europe"
"257",1324861,1,"Asia"
"258",1324862,1,"Europe"
"259",1324864,1,"Europe"
"260",1324865,1,"Europe"
"261",1324866,1,"Europe"
"262",1324867,1,"Europe"
"263",1324868,1,"Asia"
"264",1324869,1,"Europe"
"265",1324870,1,"Europe"
"266",1324871,1,"Europe"
"267",1324873,1,"Europe"
"268",1324875,1,"Europe"
"269",1324879,1,"Europe"
"270",1324883,1,"Europe"
"271",1324887,1,"Europe"
"272",1324888,1,"Europe"
"273",1324890,0,"Europe"
"274",1324893,1,"Europe"
"275",1324895,1,"Europe"
"276",1324896,1,"Europe"
"277",1324898,1,"Europe"
"278",1324899,1,"Europe"
"279",1324901,1,"Europe"
"280",1324908,1,"Europe"
"281",1324910,1,"Europe"
"282",1324911,1,"Asia"
"283",1324914,1,"Europe"
"284",1324916,0,"Europe"
"285",1324917,1,"Europe"
"286",1324919,1,"Europe"
"287",1324921,1,"Europe"
"288",1324922,0,"Europe"
"289",1324924,1,"Europe"
"290",1324925,1,"Europe"
"291",1324926,1,"Europe"
"292",1324927,1,"Europe"
"293",1324931,1,"Europe"
"294",1324932,1,"Europe"
"295",1324933,1,"Europe"
"296",1324934,1,"Europe"
"297",1324935,1,"Asia"
"298",1324939,1,"Europe"
"299",1324942,1,"Europe"
"300",1324943,1,"Europe"
"301",1324946,1,"Europe"
"302",1324947,1,"Europe"
"303",1324948,1,"Europe"
"304",1324949,1,"Europe"
"305",1324955,1,"Europe"
"306",1324957,0,"Europe"
"307",1324962,1,"Europe"
"308",1324963,1,"Europe"
"309",1324965,1,"Europe"
"310",1324967,1,"Europe"
"311",1324971,1,"Europe"
"312",1324974,1,"Europe"
"313",1324976,1,"Europe"
"314",1324977,1,"Europe"
"315",1324979,0,"Europe"
"316",1324980,1,"Asia"
"317",1324984,1,"Europe"
"318",1324988,1,"Europe"
"319",1324991,0,"Asia"
"320",1324993,1,"Europe"
"321",1324996,1,"Europe"
"322",1324999,1,"Europe"
"323",1325000,1,"Europe"
"324",1325002,1,"Europe"
"325",1325011,1,"Europe"
"326",1325013,1,"Europe"
"327",1325015,1,"Europe"
"328",1325016,1,"Europe"
"329",1325017,1,"Europe"
"330",1325018,1,"Europe"
"331",1325022,1,"Europe"
"332",1325024,1,"Others"
"333",1325025,1,"Asia"
"334",1325026,1,"Europe"
"335",1325027,0,"Europe"
"336",1325028,1,"Europe"
"337",1325029,0,"Europe"
"338",1325040,1,"Europe"
"339",1325043,1,"Europe"
"340",1325045,0,"Europe"
"341",1325046,1,"Europe"
"342",1325047,1,"Europe"
"343",1325048,1,"Europe"
"344",1325050,1,"Europe"
"345",1325051,1,"Europe"
"346",1325055,1,"Europe"
"347",1325056,1,"Europe"
"348",1325057,1,"Europe"
"349",1325058,1,"Europe"
"350",1325059,0,"Europe"
"351",1325060,1,"Europe"
"352",1325061,1,"Europe"
"353",1325062,1,"Asia"
"354",1325064,1,"Europe"
"355",1325071,1,"Europe"
"356",1325072,1,"Europe"
"357",1325073,1,"Europe"
"358",1325076,1,"Europe"
"359",1325077,1,"Europe"
"360",1325079,1,"Europe"
"361",1325080,0,"Europe"
"362",1325084,1,"Europe"
"363",1325085,1,"Europe"
"364",1325089,1,"Europe"
"365",1325090,1,"Europe"
"366",1325091,1,"Europe"
"367",1325092,1,"Europe"
"368",1325094,1,"Asia"
"369",1325095,1,"Europe"
"370",1325097,1,"Europe"
"371",1325098,1,"Europe"
"372",1325102,1,"Europe"
"373",1325103,1,"Europe"
"374",1325105,1,"Europe"
"375",1325106,1,"Europe"
"376",1325110,1,"Europe"
"377",1325111,1,"Europe"
"378",1325115,1,"Europe"
"379",1325117,0,"Europe"
"380",1325119,1,"Europe"
"381",1325120,1,"Europe"
"382",1325121,0,"Asia"
"383",1325126,1,"Europe"
"384",1325128,1,"Europe"
"385",1325132,1,"Asia"
"386",1325133,1,"Europe"
"387",1325138,1,"Europe"
"388",1325141,1,"Europe"
"389",1325142,1,"Asia"
"390",1325144,1,"Americas"
"391",1325146,1,"Europe"
"392",1325148,1,"Europe"
"393",1325151,1,"Europe"
"394",1325152,1,"Europe"
"395",1325153,1,"Europe"
"396",1325155,1,"Europe"
"397",1325157,1,"Europe"
"398",1325158,1,"Europe"
"399",1325159,1,"Asia"
"400",1325161,0,"Europe"
"401",1325163,0,"Europe"
"402",1325164,1,"Europe"
"403",1325165,1,"Europe"
"404",1325166,1,"Europe"
"405",1325167,1,"Europe"
"406",1325169,0,"Europe"
"407",1325170,1,"Europe"
"408",1325173,1,"Europe"
"409",1325174,1,"Europe"
"410",1325175,1,"Europe"
"411",1325177,1,"Europe"
"412",1325180,1,"Europe"
"413",1325182,1,"Europe"
"414",1325183,1,"Europe"
"415",1325185,1,"Europe"
"416",1325186,1,"Europe"
"417",1325187,1,"Europe"
"418",1325188,1,"Europe"
"419",1325189,1,"Europe"
"420",1325190,1,"Europe"
"421",1325191,1,"Europe"
"422",1325192,1,"Europe"
"423",1325194,1,"Europe"
"424",1325196,1,"Europe"
"425",1325197,1,"Europe"
"426",1325200,1,"Asia"
"427",1325204,1,"Europe"
"428",1325205,1,"Europe"
"429",1325206,1,"Europe"
"430",1325207,1,"Europe"
"431",1325211,1,"Europe"
"432",1325213,1,"Europe"
"433",1325214,1,"Europe"
"434",1325215,0,"Europe"
"435",1325217,1,"Europe"
"436",1325218,1,"Europe"
"437",1325221,1,"Europe"
"438",1325228,1,"Asia"
"439",1325230,1,"Europe"
"440",1325231,1,"Europe"
"441",1325232,1,"Europe"
"442",1325233,1,"Europe"
"443",1325234,1,"Europe"
"444",1325235,1,"Europe"
"445",1325237,1,"Europe"
"446",1325238,1,"Europe"
"447",1325240,0,"Europe"
"448",1325241,1,"Europe"
"449",1325243,1,"Europe"
"450",1325246,1,"Europe"
"451",1325249,1,"Asia"
"452",1325250,1,"Europe"
"453",1325252,1,"Europe"
"454",1325253,1,"Asia"
"455",1325256,1,"Europe"
"456",1325257,0,"Europe"
"457",1325260,1,"Europe"
"458",1325261,1,"Europe"
"459",1325264,1,"Europe"
"460",1325267,1,"Europe"
"461",1325268,1,"Europe"
"462",1325269,1,"Europe"
"463",1325270,1,"Asia"
"464",1325271,1,"Europe"
"465",1325272,1,"Europe"
"466",1325273,1,"Europe"
"467",1325274,1,"Europe"
"468",1325275,1,"Europe"
"469",1325276,1,"Europe"
"470",1325281,1,"Europe"
"471",1325282,1,"Europe"
"472",1325285,1,"Europe"
"473",1325287,1,"Asia"
"474",1325289,0,"Europe"
"475",1325290,1,"Europe"
"476",1325291,0,"Europe"
"477",1325294,1,"Europe"
"478",1325295,1,"Europe"
"479",1325296,1,"Europe"
"480",1325298,1,"Asia"
"481",1325300,1,"Europe"
"482",1325301,1,"Asia"
"483",1325302,1,"Asia"
"484",1325304,1,"Europe"
"485",1325309,1,"Asia"
"486",1325310,1,"Europe"
"487",1325311,1,"Europe"
"488",1325313,1,"Europe"
"489",1325314,1,"Europe"
"490",1325318,1,"Europe"
"491",1325319,1,"Europe"
"492",1325323,1,"Europe"
"493",1325328,1,"Europe"
"494",1325329,1,"Europe"
"495",1325330,1,"Europe"
"496",1325331,1,"Europe"
"497",1325333,0,"Europe"
"498",1325334,1,"Europe"
"499",1325335,1,"Europe"
"500",1325337,0,"Europe"
"501",1325339,0,"Europe"
"502",1325341,1,"Europe"
"503",1325342,1,"Europe"
"504",1325343,1,"Europe"
"505",1325345,1,"Europe"
"506",1325346,1,"Europe"
"507",1325347,1,"Europe"
"508",1325348,1,"Europe"
"509",1325349,1,"Europe"
"510",1325350,1,"Europe"
"511",1325352,1,"Europe"
"512",1325353,1,"Europe"
"513",1325356,1,"Europe"
"514",1325357,1,"Europe"
"515",1325358,1,"Europe"
"516",1325361,1,"Europe"
"517",1325362,1,"Asia"
"518",1325365,1,"Europe"
"519",1325366,1,"Europe"
"520",1325367,1,"Asia"
"521",1325368,1,"Europe"
"522",1325369,1,"Europe"
"523",1325372,1,"Europe"
"524",1325373,1,"Europe"
"525",1325374,1,"Europe"
"526",1325376,1,"Europe"
"527",1325379,1,"Europe"
"528",1325380,1,"Europe"
"529",1325381,0,"Europe"
"530",1325382,1,"Asia"
"531",1325383,1,"Europe"
"532",1325384,1,"Europe"
"533",1325385,1,"Europe"
"534",1325386,1,"Europe"
"535",1325388,1,"Europe"
"536",1325390,1,"Europe"
"537",1325393,1,"Europe"
"538",1325396,1,"Europe"
"539",1325398,1,"Europe"
"540",1325399,1,"Europe"
"541",1325400,1,"Europe"
"542",1325401,1,"Europe"
"543",1325404,0,"Europe"
"544",1325406,1,"Europe"
"545",1325407,1,"Europe"
"546",1325408,1,"Europe"
"547",1325410,1,"Europe"
"548",1325411,1,"Europe"
"549",1325412,1,"Europe"
"550",1325413,1,"Europe"
"551",1325414,1,"Europe"
"552",1325416,1,"Europe"
"553",1325417,1,"Europe"
"554",1325418,1,"Europe"
"555",1325419,1,"Europe"
"556",1325420,1,"Europe"
"557",1325422,1,"Europe"
"558",1325423,1,"Europe"
"559",1325425,0,"Europe"
"560",1325426,1,"Asia"
"561",1325427,1,"Europe"
"562",1325431,1,"Europe"
"563",1325433,0,"Europe"
"564",1325434,1,"Europe"
"565",1325437,1,"Europe"
"566",1325439,1,"Asia"
"567",1325441,1,"Europe"
"568",1325444,1,"Europe"
"569",1325445,1,"Europe"
"570",1325446,1,"Europe"
"571",1325449,1,"Europe"
"572",1325452,1,"Europe"
"573",1325453,1,"Europe"
"574",1325456,1,"Europe"
"575",1325457,1,"Europe"
"576",1325459,1,"Europe"
"577",1325461,1,"Europe"
"578",1325464,1,"Europe"
"579",1325465,1,"Europe"
"580",1325467,1,"Europe"
"581",1325469,1,"Europe"
"582",1325470,1,"Europe"
"583",1325472,1,"Europe"
"584",1325475,1,"Europe"
"585",1325476,1,"Europe"
"586",1325478,1,"Europe"
"587",1325479,1,"Europe"
"588",1325481,1,"Europe"
"589",1325483,1,"Europe"
"590",1325487,1,"Europe"
"591",1325488,1,"Europe"
"592",1325489,1,"Europe"
"593",1325490,1,"Asia"
"594",1325491,1,"Europe"
"595",1325492,1,"Europe"
"596",1325493,1,"Europe"
"597",1325496,1,"Europe"
"598",1325497,1,"Europe"
"599",1325498,1,"Europe"
"600",1325499,1,"Europe"
"601",1325501,1,"Europe"
"602",1325505,1,"Europe"
"603",1325510,1,"Europe"
"604",1325511,1,"Europe"
"605",1325512,1,"Europe"
"606",1325513,1,"Europe"
"607",1325514,1,"Europe"
"608",1325515,1,"Europe"
"609",1325516,1,"Europe"
"610",1325520,1,"Europe"
"611",1325521,0,"Europe"
"612",1325522,1,"Europe"
"613",1325523,1,"Europe"
"614",1325524,1,"Europe"
"615",1325526,1,"Europe"
"616",1325527,0,"Europe"
"617",1325529,1,"Europe"
"618",1325530,1,"Europe"
"619",1325533,1,"Europe"
"620",1325535,1,"Europe"
"621",1325537,1,"Europe"
"622",1325538,1,"Europe"
"623",1325539,1,"Europe"
"624",1325541,1,"Europe"
"625",1325542,1,"Europe"
"626",1325543,1,"Europe"
"627",1325544,1,"Europe"
"628",1325546,1,"Europe"
"629",1325548,1,"Europe"
"630",1325549,1,"Europe"
"631",1325552,1,"Europe"
"632",1325555,1,"Europe"
"633",1325558,1,"Europe"
"634",1325560,1,"Europe"
"635",1325561,1,"Europe"
"636",1325567,1,"Europe"
"637",1325569,1,"Europe"
"638",1325574,1,"Europe"
"639",1325575,1,"Europe"
"640",1325577,1,"Asia"
"641",1325582,1,"Europe"
"642",1325583,1,"Europe"
"643",1325586,1,"Europe"
"644",1325587,1,"Europe"
"645",1325590,1,"Europe"
"646",1325591,1,"Europe"
"647",1325593,1,"Europe"
"648",1325594,1,"Europe"
"649",1325595,1,"Europe"
"650",1325596,1,"Asia"
"651",1325597,1,"Europe"
"652",1325601,1,"Europe"
"653",1325603,1,"Europe"
"654",1325606,1,"Europe"
"655",1325608,1,"Europe"
"656",1325610,1,"Europe"
"657",1325611,1,"Europe"
"658",1325614,1,"Europe"
"659",1325616,1,"Europe"
"660",1325619,1,"Europe"
"661",1325620,1,"Europe"
"662",1325623,1,"Europe"
"663",1325625,1,"Europe"
"664",1325626,1,"Europe"
"665",1325627,1,"Europe"
"666",1325628,1,"Europe"
"667",1325629,1,"Europe"
"668",1325633,1,"Europe"
"669",1325635,1,"Europe"
"670",1325636,0,"Asia"
"671",1325638,1,"Europe"
"672",1325642,1,"Europe"
"673",1325644,1,"Europe"
"674",1325647,1,"Europe"
"675",1325654,1,"Europe"
"676",1325655,1,"Europe"
"677",1325657,1,"Europe"
"678",1325660,1,"Europe"
"679",1325664,1,"Europe"
"680",1325665,1,"Asia"
"681",1325666,1,"Europe"
"682",1325668,1,"Europe"
"683",1325671,1,"Europe"
"684",1325672,1,"Europe"
"685",1325675,1,"Europe"
"686",1325677,1,"Europe"
"687",1325678,1,"Europe"
"688",1325679,1,"Europe"
"689",1325681,1,"Europe"
"690",1325682,1,"Europe"
"691",1325684,1,"Europe"
"692",1325685,1,"Europe"
"693",1325687,0,"Europe"
"694",1325688,1,"Asia"
"695",1325693,0,"Europe"
"696",1325694,1,"Asia"
"697",1325695,1,"Europe"
"698",1325696,0,"Europe"
"699",1325697,1,"Europe"
"700",1325698,1,"Europe"
"701",1325700,1,"Europe"
"702",1325701,1,"Europe"
"703",1325702,1,"Europe"
"704",1325703,0,"Europe"
"705",1325705,1,"Europe"
"706",1325706,1,"Asia"
"707",1325710,1,"Europe"
"708",1325712,1,"Europe"
"709",1325713,1,"Europe"
"710",1325715,1,"Europe"
"711",1325718,1,"Europe"
"712",1325720,1,"Europe"
"713",1325721,1,"Europe"
"714",1325723,1,"Europe"
"715",1325725,1,"Asia"
"716",1325727,1,"Europe"
"717",1325729,1,"Europe"
"718",1325733,1,"Europe"
"719",1325734,1,"Europe"
"720",1325735,1,"Europe"
"721",1325738,1,"Europe"
"722",1325740,1,"Europe"
"723",1325741,0,"Europe"
"724",1325743,1,"Europe"
"725",1325744,1,"Europe"
"726",1325745,1,"Europe"
"727",1325746,1,"Europe"
"728",1325748,1,"Europe"
"729",1325749,1,"Europe"
"730",1325750,1,"Europe"
"731",1325751,1,"Europe"
"732",1325753,1,"Europe"
"733",1325755,1,"Europe"
"734",1325756,0,"Europe"
"735",1325757,1,"Europe"
"736",1325759,1,"Europe"
"737",1325760,1,"Europe"
"738",1325762,1,"Europe"
"739",1325766,1,"Europe"
"740",1325768,1,"Europe"
"741",1325770,1,"Europe"
"742",1325773,1,"Europe"
"743",1325775,1,"Europe"
"744",1325777,1,"Europe"
"745",1325778,1,"Europe"
"746",1325782,1,"Europe"
"747",1325786,1,"Europe"
"748",1325788,1,"Europe"
"749",1325792,1,"Europe"
"750",1325793,1,"Europe"
"751",1325796,1,"Europe"
"752",1325797,1,"Europe"
"753",1325800,1,"Europe"
"754",1325804,1,"Europe"
"755",1325808,1,"Europe"
"756",1325809,1,"Europe"
"757",1325810,0,"Europe"
"758",1325811,1,"Europe"
"759",1325812,1,"Europe"
"760",1325815,1,"Europe"
"761",1325816,1,"Europe"
"762",1325819,1,"Europe"
"763",1325820,1,"Europe"
"764",1325821,0,"Europe"
"765",1325822,1,"Europe"
"766",1325824,1,"Europe"
"767",1325826,1,"Europe"
"768",1325827,1,"Europe"
"769",1325828,1,"Europe"
"770",1325829,1,"Asia"
"771",1325831,0,"Europe"
"772",1325832,1,"Europe"
"773",1325834,1,"Europe"
"774",1325835,0,"Europe"
"775",1325837,1,"Europe"
"776",1325838,0,"Europe"
"777",1325839,1,"Europe"
"778",1325840,1,"Europe"
"779",1325841,1,"Europe"
"780",1325842,1,"Europe"
"781",1325845,1,"Europe"
"782",1325850,0,"Asia"
"783",1325851,1,"Europe"
"784",1325852,1,"Europe"
"785",1325854,1,"Europe"
"786",1325856,1,"Europe"
"787",1325857,1,"Europe"
"788",1325859,1,"Europe"
"789",1325860,1,"Europe"
"790",1325862,1,"Europe"
"791",1325863,1,"Europe"
"792",1325864,1,"Europe"
"793",1325865,1,"Europe"
"794",1325867,1,"Europe"
"795",1325868,1,"Europe"
"796",1325870,1,"Europe"
"797",1325871,1,"Europe"
"798",1325872,1,"Asia"
"799",1325873,1,"Europe"
"800",1325874,1,"Europe"
"801",1325875,1,"Europe"
"802",1325878,1,"Europe"
"803",1325880,1,"Europe"
"804",1325881,1,"Europe"
"805",1325883,0,"Europe"
"806",1325884,1,"Europe"
"807",1325887,1,"Europe"
"808",1325891,1,"Europe"
"809",1325897,1,"Europe"
"810",1325899,1,"Europe"
"811",1325900,1,"Europe"
"812",1325903,1,"Asia"
"813",1325906,1,"Europe"
"814",1325907,1,"Europe"
"815",1325909,1,"Europe"
"816",1325910,1,"Europe"
"817",1325911,1,"Europe"
"818",1325914,1,"Europe"
"819",1325916,1,"Europe"
"820",1325917,1,"Europe"
"821",1325921,1,"Europe"
"822",1325922,1,"Europe"
"823",1325925,1,"Europe"
"824",1325927,1,"Europe"
"825",1325928,1,"Europe"
"826",1325929,1,"Europe"
"827",1325932,1,"Europe"
"828",1325933,1,"Europe"
"829",1325935,1,"Europe"
"830",1325937,1,"Europe"
"831",1325938,1,"Europe"
"832",1325942,1,"Europe"
"833",1325943,1,"Europe"
"834",1325944,1,"Europe"
"835",1325947,1,"Europe"
"836",1325950,1,"Europe"
"837",1325951,1,"Europe"
"838",1325952,1,"Europe"
"839",1325954,1,"Europe"
"840",1325957,1,"Europe"
"841",1325959,1,"Europe"
"842",1325960,1,"Europe"
"843",1325962,1,"Europe"
"844",1325964,1,"Europe"
"845",1325965,1,"Europe"
"846",1325966,1,"Europe"
"847",1325968,1,"Europe"
"848",1325969,1,"Asia"
"849",1325971,0,"Europe"
"850",1325975,1,"Europe"
"851",1325976,1,"Europe"
"852",1325977,1,"Europe"
"853",1325978,1,"Europe"
"854",1325979,1,"Europe"
"855",1325980,1,"Europe"
"856",1325981,1,"Europe"
"857",1325982,1,"Europe"
"858",1325983,1,"Europe"
"859",1325984,1,"Europe"
"860",1325985,1,"Europe"
"861",1325986,1,"Europe"
"862",1325989,1,"Europe"
"863",1325990,1,"Europe"
"864",1325992,1,"Europe"
"865",1325993,1,"Europe"
"866",1325994,0,"Asia"
"867",1325995,1,"Europe"
"868",1325998,1,"Europe"
"869",1326000,1,"Europe"
"870",1326002,1,"Europe"
"871",1326004,1,"Europe"
"872",1326005,1,"Europe"
"873",1326007,0,"Europe"
"874",1326008,1,"Europe"
"875",1326011,1,"Asia"
"876",1326014,1,"Europe"
"877",1326016,1,"Europe"
"878",1326017,1,"Europe"
"879",1326019,1,"Europe"
"880",1326021,1,"Europe"
"881",1326022,1,"Europe"
"882",1326024,0,"Asia"
"883",1326025,1,"Europe"
"884",1326026,1,"Europe"
"885",1326027,1,"Europe"
"886",1326028,1,"Europe"
"887",1326029,1,"Europe"
"888",1326030,1,"Europe"
"889",1326031,1,"Europe"
"890",1326032,1,"Europe"
"891",1326034,1,"Europe"
"892",1326035,1,"Europe"
"893",1326036,1,"Europe"
"894",1326037,1,"Europe"
"895",1326038,1,"Europe"
"896",1326040,1,"Europe"
"897",1326043,0,"Europe"
"898",1326044,1,"Europe"
"899",1326048,1,"Europe"
"900",1326049,1,"Europe"
"901",1326050,1,"Europe"
"902",1326051,1,"Europe"
"903",1326052,1,"Europe"
"904",1326054,1,"Europe"
"905",1326055,1,"Europe"
"906",1326059,1,"Asia"
"907",1326060,1,"Europe"
"908",1326063,1,"Europe"
"909",1326066,1,"Europe"
"910",1326069,1,"Europe"
"911",1326070,1,"Europe"
"912",1326072,1,"Europe"
"913",1326075,1,"Europe"
"914",1326078,1,"Europe"
"915",1326080,0,"Europe"
"916",1326082,1,"Europe"
"917",1326083,1,"Europe"
"918",1326084,1,"Europe"
"919",1326085,1,"Europe"
"920",1326086,1,"Europe"
"921",1326091,1,"Europe"
"922",1326092,1,"Europe"
"923",1326095,1,"Europe"
"924",1326096,0,"Europe"
"925",1326100,1,"Europe"
"926",1326103,1,"Europe"
"927",1326105,1,"Europe"
"928",1326109,1,"Asia"
"929",1326111,1,"Europe"
"930",1326115,1,"Europe"
"931",1326116,1,"Europe"
